Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0.25,63337,0.0,490.0,180.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,3159,0.0,100.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0
0.25,4887,0.0,133.0,360.0,1.0,0,1,0,1,0,1,1,0,1,0,0
0.75,3340,1710.0,150.0,360.0,0.0,0,1,0,1,1,0,1,0,1,0,0
0.5,3717,2925.0,151.0,360.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,1,0
1.0,2947,1664.0,70.0,180.0,0.0,0,1,0,1,0,1,1,0,0,0,1
0.25,6783,0.0,130.0,360.0,1.0,0,1,1,0,0,1,1,0,0,1,0
0.25,3166,2985.0,132.0,360.0,0.8351893095768375,1,0,1,0,1,0,1,0,1,0,0
0.25,3237,0.0,30.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1
0.25,2799,2253.0,122.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,1977,997.0,50.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3333,0.0,70.0,360.0,1.0,0,1,1,0,1,0,1,0,0,0,1
0.25,6216,0.0,133.0,360.0,1.0,0,1,1,0,0,1,1,0,1,0,0
1.0,1830,0.0,148.00425531914894,360.0,0.0,1,0,1,0,0,1,1,0,0,0,1
0.25,2927,2405.0,111.0,360.0,1.0,0,1,1,0,0,1,1,0,0,1,0
0.25,4583,0.0,84.0,360.0,1.0,1,0,0,1,1,0,1,0,1,0,0
1.0,3083,0.0,255.0,360.0,1.0,1,0,1,0,1,0,1,0,1,0,0
0.25,6283,4416.0,209.0,360.0,0.0,0,1,1,0,1,0,1,0,1,0,0
0.5,4166,3369.0,201.0,360.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,0,1
1.0,6417,0.0,157.0,180.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,2620,2223.0,150.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.75,5819,5000.0,120.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.75,210,2917.0,98.0,360.0,1.0,1,0,0,1,0,1,1,0,0,1,0
0.25,3593,4266.0,132.0,180.0,0.0,0,1,0,1,1,0,1,0,1,0,0
0.25,6822,0.0,141.0,360.0,1.0,0,1,1,0,1,0,0,1,1,0,0
0.5,3450,2079.0,162.0,360.0,1.0,0,1,0,1,1,0,0,1,0,1,0
0.5,10000,0.0,155.0,360.0,1.0,0,1,0,1,1,0,0,1,1,0,0
1.0,3095,0.0,113.0,360.0,1.0,0,1,0,1,0,1,1,0,1,0,0
0.25,5708,5625.0,187.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,10416,0.0,187.0,360.0,0.0,0,1,1,0,1,0,0,1,0,0,1
0.5,2882,1843.0,123.0,480.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3859,3300.0,142.0,180.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,39147,4750.0,120.0,360.0,1.0,0,1,0,1,1,0,0,1,0,1,0
0.25,4583,0.0,133.0,360.0,0.0,1,0,1,0,1,0,0,1,0,1,0
0.75,3675,242.0,108.0,360.0,1.0,0,1,0,1,0,1,1,0,0,1,0
0.25,1907,2365.0,120.0,341.08559498956157,1.0,1,0,1,0,0,1,1,0,0,0,1
0.25,2237,0.0,63.0,480.0,0.0,0,1,1,0,1,0,1,0,0,1,0
0.25,4583,5625.0,255.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3902,1666.0,109.0,360.0,1.0,0,1,1,0,0,1,1,0,1,0,0
0.25,2400,1863.0,104.0,360.0,0.0,1,0,1,0,1,0,1,0,0,0,1
0.25,2965,5701.0,155.0,60.0,1.0,0,1,1,0,1,0,1,0,0,0,1
0.5,6083,4250.0,330.0,360.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,0,1
0.25,3406,4417.0,123.0,360.0,1.0,0,1,0,1,0,1,1,0,0,1,0
1.0,5703,0.0,130.0,360.0,1.0,0,1,0,1,0,1,0,1,1,0,0
0.25,3716,0.0,42.0,180.0,1.0,0,1,0,1,1,0,1,0,1,0,0
1.0,6406,0.0,150.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.5,2653,1500.0,113.0,180.0,0.0,0,1,0,1,0,1,1,0,1,0,0
0.25,3010,3136.0,148.00425531914894,360.0,0.0,0,1,0,1,0,1,1,0,0,0,1
0.75,9323,7873.0,380.0,300.0,1.0,0,1,0,1,1,0,0,1,1,0,0
0.25,5568,2142.0,175.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.5,3500,1083.0,135.0,360.0,1.0,0,1,0,1,0,1,1,0,0,0,1
0.5,3333,3250.0,158.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
1.0,4106,0.0,40.0,180.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,3676,4301.0,172.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.5,4053,2426.0,158.0,360.0,0.0,0,1,1,0,0,1,0,1,0,0,1
1.0,9357,0.0,292.0,360.0,1.0,0,1,1,0,1,0,0,1,0,1,0
0.5,4050,5302.0,138.0,360.0,0.8351893095768375,0,1,0,1,0,1,1,0,1,0,0
0.25,3667,1459.0,144.0,360.0,1.0,1,0,0,1,1,0,1,0,0,1,0
0.5,8072,240.0,253.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.75,3316,3500.0,88.0,360.0,1.0,0,1,0,1,1,0,0,1,0,0,1
0.5,2661,7101.0,279.0,180.0,1.0,0,1,0,1,0,1,1,0,0,1,0
0.75,6250,1695.0,210.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.5,3652,0.0,95.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0
0.25,4344,736.0,87.0,360.0,1.0,0,1,0,1,0,1,0,1,0,1,0
0.25,4583,0.0,112.0,360.0,1.0,1,0,0,1,1,0,1,0,1,0,0
0.25,3000,1666.0,100.0,480.0,0.0,0,1,0,1,0,1,1,0,0,0,1
0.25,3927,800.0,112.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,6000,2250.0,265.0,360.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,1,0
0.25,1800,2934.0,93.0,360.0,0.0,0,1,0,1,0,1,1,0,0,0,1
1.0,4342,189.0,124.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
1.0,4000,7750.0,290.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,2479,3013.0,188.0,360.0,1.0,0,1,0,1,1,0,0,1,0,0,1
0.25,3813,0.0,116.0,180.0,1.0,1,0,1,0,1,0,1,0,0,0,1
0.25,2435,0.0,75.0,360.0,1.0,0,1,1,0,1,0,1,0,0,0,1
0.75,2873,1872.0,132.0,360.0,0.0,0,1,0,1,1,0,1,0,0,1,0
1.0,51763,0.0,700.0,300.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,4625,2857.0,111.0,12.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,0,1
0.5,6325,0.0,175.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.75,3617,0.0,107.0,360.0,1.0,0,1,1,0,1,0,1,0,0,1,0
0.25,3015,2188.0,153.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,2400,3800.0,148.00425531914894,180.0,1.0,0,1,0,1,0,1,1,0,0,0,1
0.25,3691,0.0,110.0,360.0,1.0,0,1,1,0,0,1,1,0,1,0,0
0.25,3200,2254.0,126.0,180.0,0.0,0,1,1,0,0,1,1,0,0,0,1
0.75,3601,1590.0,148.00425531914894,360.0,1.0,0,1,0,1,0,1,1,0,1,0,0
0.25,1500,1800.0,103.0,360.0,0.0,1,0,1,0,1,0,1,0,0,1,0
0.25,5116,1451.0,165.0,360.0,0.0,0,1,0,1,1,0,1,0,0,0,1
0.25,2717,0.0,60.0,180.0,1.0,0,1,1,0,0,1,1,0,0,0,1
0.5,19484,0.0,600.0,360.0,1.0,1,0,0,1,1,0,0,1,0,1,0
0.25,4301,0.0,118.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
1.0,39999,0.0,600.0,180.0,0.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3232,1950.0,108.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.5,8666,4983.0,376.0,360.0,0.0,0,1,0,1,1,0,0,1,1,0,0
0.25,3244,0.0,80.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1
0.5,1782,2232.0,107.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,2667,1625.0,84.0,360.0,0.8351893095768375,1,0,1,0,1,0,1,0,0,0,1
0.25,2718,0.0,70.0,360.0,1.0,0,1,1,0,1,0,1,0,0,1,0
0.25,6050,4333.0,120.0,180.0,1.0,0,1,1,0,1,0,0,1,0,0,1
0.25,2483,2466.0,90.0,180.0,0.0,0,1,0,1,1,0,1,0,1,0,0
1.0,4416,1250.0,110.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.75,5532,4648.0,162.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.75,1875,1875.0,97.0,360.0,1.0,0,1,0,1,0,1,0,1,0,1,0
1.0,3992,0.0,148.00425531914894,180.0,1.0,0,1,0,1,0,1,1,0,0,0,1
0.25,3597,2157.0,119.0,360.0,0.0,0,1,0,1,1,0,1,0,1,0,0
0.25,2583,2167.0,104.0,360.0,1.0,0,1,1,0,0,1,0,1,1,0,0
0.5,3052,1030.0,100.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.5,2214,1398.0,85.0,360.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,0,1
0.25,5503,4490.0,70.0,341.08559498956157,1.0,0,1,0,1,1,0,0,1,0,1,0
0.75,3717,0.0,120.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3993,3274.0,207.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.75,3073,8106.0,200.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,3158,3053.0,89.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.25,3941,2336.0,134.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.75,2708,1167.0,97.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,2083,3150.0,128.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,5849,0.0,148.00425531914894,360.0,1.0,0,1,1,0,1,0,1,0,0,0,1
0.5,5649,0.0,44.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,3572,4114.0,152.0,341.08559498956157,0.0,0,1,0,1,0,1,1,0,1,0,0
0.75,2301,985.7999878,78.0,180.0,1.0,0,1,0,1,1,0,1,0,0,0,1
1.0,5250,0.0,94.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.75,4009,1717.0,116.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,2600,1700.0,107.0,360.0,1.0,0,1,0,1,0,1,1,0,1,0,0
0.25,3600,0.0,80.0,360.0,1.0,0,1,1,0,1,0,1,0,0,0,1
0.75,3588,0.0,110.0,360.0,0.0,0,1,1,0,1,0,1,0,1,0,0
0.5,7451,0.0,148.00425531914894,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0
0.25,1963,0.0,53.0,360.0,1.0,1,0,1,0,0,1,1,0,0,1,0
0.5,2178,0.0,66.0,300.0,0.0,0,1,0,1,1,0,0,1,1,0,0
0.5,11500,0.0,286.0,360.0,0.0,1,0,0,1,1,0,0,1,0,0,1
0.25,7933,0.0,275.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,14880,0.0,96.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3865,1640.0,148.00425531914894,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.25,8750,4167.0,308.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.25,2500,0.0,93.0,360.0,0.8351893095768375,1,0,1,0,1,0,0,1,0,0,1
0.25,2378,0.0,46.0,360.0,1.0,1,0,1,0,1,0,1,0,1,0,0
0.25,18165,0.0,125.0,360.0,1.0,1,0,1,0,0,1,0,1,0,0,1
0.5,4384,1793.0,117.0,360.0,1.0,0,1,1,0,1,0,1,0,0,0,1
0.25,6033,0.0,160.0,360.0,1.0,0,1,0,1,0,1,1,0,0,0,1
0.25,2600,3500.0,115.0,341.08559498956157,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,2980,2083.0,120.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.25,2137,8980.0,137.0,360.0,0.0,1,0,1,0,1,0,1,0,0,1,0
0.5,3812,0.0,112.0,360.0,1.0,1,0,1,0,1,0,1,0,1,0,0
0.25,4300,0.0,136.0,360.0,0.0,1,0,1,0,1,0,1,0,0,1,0
0.25,5488,0.0,125.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,5695,4167.0,175.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,17263,0.0,225.0,360.0,1.0,1,0,1,0,0,1,0,1,0,1,0
0.25,4735,0.0,138.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,1
0.25,3523,3230.0,152.0,360.0,0.0,0,1,0,1,0,1,1,0,1,0,0
0.75,5000,0.0,72.0,360.0,0.0,0,1,0,1,1,0,1,0,0,1,0
0.25,3208,3066.0,172.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,4467,0.0,120.0,360.0,0.8351893095768375,0,1,0,1,0,1,1,0,1,0,0
0.25,2699,2785.0,96.0,360.0,0.8351893095768375,0,1,1,0,0,1,1,0,0,1,0
0.5,2395,0.0,148.00425531914894,360.0,1.0,0,1,0,1,1,0,0,1,0,1,0
0.5,4945,0.0,148.00425531914894,360.0,0.0,0,1,0,1,1,0,1,0,1,0,0
0.25,4166,0.0,98.0,360.0,0.0,0,1,1,0,1,0,1,0,0,1,0
0.75,3083,2168.0,126.0,360.0,1.0,0,1,0,1,0,1,1,0,0,0,1
0.25,3410,0.0,88.0,341.08559498956157,1.0,1,0,1,0,1,0,1,0,0,0,1
1.0,7100,0.0,125.0,60.0,1.0,0,1,0,1,0,1,0,1,0,0,1
0.25,3707,3166.0,182.0,341.08559498956157,1.0,0,1,0,1,1,0,1,0,1,0,0
0.5,6065,2004.0,250.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,8333,3750.0,187.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.5,3326,913.0,105.0,84.0,1.0,1,0,0,1,1,0,1,0,0,1,0
0.25,4133,0.0,122.0,360.0,1.0,0,1,1,0,1,0,1,0,0,1,0
0.5,3481,0.0,155.0,36.0,1.0,1,0,1,0,1,0,1,0,0,1,0
0.75,3547,0.0,80.0,360.0,0.0,0,1,1,0,1,0,1,0,1,0,0
1.0,4755,0.0,95.0,341.08559498956157,0.0,0,1,0,1,0,1,1,0,0,1,0
0.25,3887,2669.0,162.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.5,5191,0.0,132.0,360.0,1.0,1,0,1,0,0,1,1,0,0,1,0
0.25,3166,0.0,36.0,360.0,1.0,1,0,0,1,1,0,1,0,0,1,0
0.75,5746,0.0,144.0,84.0,0.8351893095768375,0,1,0,1,1,0,0,1,1,0,0
0.25,19730,5266.0,570.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.75,2309,1255.0,125.0,360.0,0.0,0,1,0,1,0,1,1,0,1,0,0
0.75,5391,0.0,130.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.5,3750,0.0,116.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.75,4923,0.0,166.0,360.0,0.0,0,1,1,0,1,0,1,0,0,1,0
0.25,3500,0.0,81.0,300.0,1.0,0,1,1,0,1,0,1,0,0,1,0
0.75,7667,0.0,185.0,360.0,0.8351893095768375,0,1,0,1,0,1,1,0,1,0,0
0.25,7167,0.0,128.0,360.0,1.0,0,1,1,0,1,0,0,1,0,0,1
0.25,3166,2064.0,104.0,360.0,0.0,0,1,0,1,1,0,1,0,0,0,1
0.25,4860,830.0,125.0,360.0,1.0,0,1,0,1,1,0,1,0,0,1,0
0.25,2929,2333.0,139.0,360.0,1.0,1,0,0,1,1,0,1,0,0,1,0
0.25,4191,0.0,120.0,360.0,1.0,0,1,1,0,1,0,1,0,1,0,0
0.25,2500,3796.0,120.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
0.25,6096,0.0,218.0,360.0,0.0,0,1,0,1,0,1,1,0,1,0,0
0.25,1668,3890.0,201.0,360.0,0.0,0,1,0,1,0,1,1,0,0,1,0
0.25,20833,6667.0,480.0,360.0,0.8351893095768375,0,1,0,1,1,0,1,0,0,0,1
0.25,3497,1964.0,116.0,360.0,1.0,0,1,0,1,1,0,1,0,1,0,0
0.25,2894,2792.0,155.0,360.0,1.0,0,1,0,1,0,1,1,0,1,0,0
0.5,9833,1833.0,182.0,180.0,1.0,0,1,0,1,1,0,0,1,0,0,1
0.5,2600,2500.0,90.0,360.0,1.0,0,1,0,1,0,1,1,0,0,1,0
1.0,5266,1774.0,187.0,360.0,1.0,0,1,0,1,1,0,0,1,0,1,0
0.25,8333,0.0,280.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0
0.25,3182,2917.0,161.0,360.0,1.0,0,1,1,0,1,0,1,0,0,0,1
1.0,3850,983.0,100.0,360.0,1.0,0,1,0,1,0,1,1,0,0,1,0
0.75,3273,1820.0,81.0,360.0,1.0,0,1,0,1,0,1,1,0,0,0,1
0.25,4300,2014.0,194.0,360.0,1.0,0,1,0,1,0,1,1,0,1,0,0
0.5,3417,1750.0,186.0,360.0,1.0,0,1,0,1,1,0,1,0,0,0,1
